datetime,close,ema1,ema2,ema3,ema4,ema5,ema6,ema7,ema8,ema9,ema10,ema11,ema12,bbup,bblow,bbmid,volume
2021-01-02 14:00:00,770.77,755.833571088793,748.5196771610862,743.0611680897474,740.9579240448074,739.4941775801701,738.0454956172318,736.6348551681979,736.4871955222418,,,,,753.987397768951,710.886602231049,732.437,154115.10137
2021-01-02 15:00:00,760.94,758.3867855443965,752.6597847740575,747.0342418475814,744.5910287639333,742.7935348755286,740.9073086650778,738.2029290283142,737.845684659895,,,,,758.7777471851227,709.7302528148773,734.254,88376.02018
2021-01-02 16:00:00,768.43,763.4083927721982,757.9165231827051,751.788854770341,748.9253871704909,746.7376064331396,744.3476450819431,740.1530626393908,739.5448132899008,736.48675,,,,764.702573778801,708.114426221199,736.4085,51945.86127
2021-01-02 17:00:00,781.94,772.6741963860991,765.9243487884701,758.4891092658208,754.9280440485834,752.1533592895796,749.0466894467002,742.8489940820108,741.9001014404619,738.7039817073171,,,,773.3543316285227,704.7086683714774,739.0315,145618.23911
2021-01-02 18:00:00,778.84,775.7570981930496,770.2295658589801,763.0115294289717,759.2756724033864,756.2589963219519,752.7708532658627,745.1709944638166,743.9523180271029,740.6618362581796,,,,779.5889891524412,703.5350108475589,741.562,74461.65986
2021-01-02 19:00:00,780.01,777.8835490965248,773.4897105726535,766.7889673336447,763.0455501482252,759.9129968878055,756.1757466076299,747.4186722403446,745.9555225811528,742.5812588797318,,,,785.1481479963378,703.0868520036623,744.1175000000001,57755.77853
2021-01-02 20:00:00,784.79,781.3367745482624,777.2564737151024,770.7891968150569,766.9990864849115,763.7402281358354,759.7525282816762,749.8297256441933,748.1129935488665,744.6402218612081,,,,790.9215576118729,702.901442388127,746.9114999999999,56561.3149
2021-01-02 21:00:00,756.55,768.9433872741312,770.3543158100683,767.6249308561553,765.0992525785639,762.6340391918607,759.3522122464667,750.2632917316647,748.581716129485,745.2211866484662,740.9244444444444,,,791.1245244894399,706.3634755105602,748.744,122647.19925
2021-01-02 22:00:00,768.95,768.9466936370657,769.8862105400456,767.9193906658985,765.7993884733705,763.6057254700358,760.5519357156584,751.4688858134929,749.7132874556247,746.3786897387848,742.1429468599034,,,792.9967781724266,708.4482218275735,750.7225000000001,69835.76346
2021-01-02 23:00:00,772.19,770.5683468185329,770.6541403600304,768.8684149623655,766.9613178418485,764.9263830900303,762.006693751201,752.8057318900418,750.9619937080901,747.6377780442099,743.4493404746903,,,794.9363677139589,710.7836322860411,752.86,21611.26997
2021-01-03 00:00:00,774.56,772.5641734092665,771.9560935733537,770.1332116373953,768.3428964160578,766.4084779992564,763.575857032301,754.2092330584262,752.2729940576406,748.9510571640045,744.801977845356,,,796.8310268751738,713.3059731248263,755.0685000000001,38291.43536
2021-01-03 01:00:00,775.81,774.1870867046332,773.2407290489025,771.3947201624186,769.700551613138,767.8548659993709,765.1051249032632,755.6028309256245,753.5806054988827,750.2612494974677,746.1501527216449,,,798.3425326569898,716.4304673430102,757.3865,34582.74165
2021-01-03 02:00:00,776.97,775.5785433523166,774.4838193659351,772.6336712374367,771.0222695016583,769.25719430716,766.5882342903553,756.981357962681,754.8800163045003,751.56411537564,747.4901460815734,744.2016,,799.6963394694915,719.5746605305085,759.6355,27914.48711
2021-01-03 03:00:00,778.94,777.2592716761583,775.9692129106235,774.0350776291175,772.4618568649931,770.7468567214431,768.132205004061,758.3980445457339,756.2166820653614,752.8995243817063,748.8575310345484,745.5638901960784,,801.2239954011446,722.2370045988554,761.7305,23590.90685
2021-01-03 04:00:00,772.37,774.8146358380791,774.7694752737491,773.6650603782025,772.4451556168126,770.9965710719903,768.6619293785534,759.2994610266544,757.1140886172858,753.8493036801596,749.8798122939158,746.615110188389,,801.3670202255419,725.8189797744583,763.5930000000001,28221.24422
2021-01-03 05:00:00,777.41,776.1123179190395,775.6496501824995,774.4972691830463,773.347854595574,771.9832524455302,769.7554382062342,760.4678828959026,758.2416392496588,754.9986059396639,751.0767769767891,747.8227529260993,,801.3949031361379,730.1480968638622,765.7715000000001,34410.73823
2021-01-03 06:00:00,786.42,781.2661589595198,779.2397667883331,777.1467649201471,775.7246083054696,774.2042905308332,771.8385084304549,762.1422130316508,759.8071037357888,756.5313568694363,752.6134388473635,749.3363704584092,,800.3063869878376,737.3376130121624,768.822,81521.94162
2021-01-03 07:00:00,799.96,790.6130794797599,786.1465111922221,782.21637271567,780.1310431590206,778.1667073722434,775.3536948766481,764.5820702554154,762.0378201949117,758.6498272660491,754.6719849844346,751.3216108325893,,800.8291687280636,743.9638312719366,772.3965000000001,89185.94716
2021-01-03 08:00:00,799.78,795.1965397398799,790.6910074614814,786.1194010010767,783.7035807664713,781.4918293149752,778.4069830170671,766.8529044324854,764.134607961861,760.65617715551,756.6332030285897,753.2219398195466,,799.2388285391347,752.5621714608652,775.9005,80293.36056
2021-01-03 09:00:00,817.76,806.4782698699399,799.7140049743209,793.1506452230597,789.8956569907491,787.0715478819021,783.3261101399337,770.1372331787767,767.1137964084243,763.4417294893875,759.2908898534337,755.7528441403488,,806.404273709358,751.934726290642,779.1695,92303.75687
2021-01-03 10:00:00,818.45,812.4641349349699,805.9593366495474,798.7727240623797,795.0873557197037,791.8990020539171,787.7165963724419,773.2541858769201,769.9658077190674,766.1250597581978,761.8630250771974,758.211556134845,,813.3887052137269,749.7182947862731,781.5535,95011.06759
2021-01-03 11:00:00,825.72,819.092067467485,812.5462244330316,804.7610076040731,800.6569274070303,797.1022325071607,792.4670218258867,776.6390771106672,773.0632628457859,769.0321300138954,764.6394152912324,760.8589460903412,,820.5229978274824,749.0620021725176,784.7925,82804.3962
2021-01-03 12:00:00,829.76,824.4260337337425,818.2841496220212,810.3163392476124,805.9483951512066,802.1265044291359,797.1286440976509,780.066233426108,776.2130815765755,771.9944651351688,767.4707450611787,763.5609482044455,753.6108333333334,827.7328475193932,747.9851524806069,787.859,64169.17352
2021-01-03 13:00:00,831.47,827.9480168668713,822.6794330813475,815.017152748143,810.5886869418962,806.640888363115,801.4213135854445,783.3826054631334,779.2829103778769,774.8957107383312,770.2533213628666,766.2240482748595,756.1635928961749,834.3669485226254,746.3040514773744,790.3354999999999,55214.58488
2021-01-03 14:00:00,874.21,851.0790084334357,839.8562887208984,828.1711188041112,822.156198407006,817.0361363072511,810.519899387264,789.2424373687377,784.5566375791059,779.7403102145101,774.7731769557854,770.4587914797669,760.033966899579,851.9227569029798,738.2852430970203,795.104,180985.66008
2021-01-03 15:00:00,912.38,881.7295042167178,864.0308591472657,846.8842035143086,838.5605259693684,831.7044230292124,823.252411963856,797.186796248174,791.6579354913778,786.210538984534,780.7560823055339,776.0243290687956,765.0289188045109,877.6060900244537,725.8389099755465,801.7225000000001,261568.37752
2021-01-03 16:00:00,917.72,899.7247521083589,881.9272394315105,862.6254916222401,852.9531576113014,844.9375887170258,835.060860468374,804.9631319740984,798.6613835196346,792.6256346438249,786.7110352487716,781.5810220464899,770.03518376174,899.0076091905663,717.7303908094337,808.369,200326.60168
2021-01-03 17:00:00,935.26,917.4923760541794,899.7048262876738,878.7664934839645,867.9180380456103,858.8333442990219,847.5857529098273,813.3693815241567,806.2501955463215,799.5834085636383,793.1696858901294,787.607648632902,775.4523908515189,920.1597782262555,714.4492217737444,817.3045,323944.90322
2021-01-03 18:00:00,935.54,926.5161880270897,911.6498841917826,891.3828282653056,880.2129402191357,870.6343682530185,858.5800337960989,821.251356909695,813.4329624604147,806.2154374141925,799.3596995470803,793.4089173139648,780.7011649219609,938.0171888495795,713.2508111504205,825.634,218672.998
2021-01-03 19:00:00,917.54,922.0280940135449,913.613256127855,897.1955330952377,886.9996783611109,877.8506192910156,865.9500295715865,827.4635274316503,819.2166867681694,811.6459038817928,804.497973479816,798.2768029094957,785.1876841048474,949.2492771639855,716.5537228360143,832.9014999999999,175928.67663
2021-01-03 20:00:00,921.53,921.7790470067724,916.2521707519033,902.603192407407,893.2779186590908,884.5705240154748,872.8975258751382,833.5323321134794,824.9007597254933,817.0061036924371,809.5863224589544,803.1102616189272,789.6579239702622,959.4601485612683,721.0398514387317,840.25,86493.82126
2021-01-03 21:00:00,946.37,934.0745235033862,926.2914471679355,912.3291496502055,902.9310243574378,894.0781357054018,882.0815851407459,840.8121816545452,831.6490508518548,823.3165376586596,815.5334388737825,808.7282905750477,794.7960248236961,972.6405873458141,724.915412654186,848.778,145884.75288
2021-01-03 22:00:00,949.77,941.9222617516931,934.1176314452905,920.6493386168265,911.4472017469946,902.6461148276476,890.5426369981526,847.8417183219939,838.2113258045295,829.484999236286,821.3698110966616,814.2593380034772,799.8771387639027,984.114255603708,730.721744396292,857.418,59816.23454
2021-01-03 23:00:00,991.55,966.7361308758466,953.2617542968604,936.4050411464207,926.0113468839046,916.3236356233941,903.1685573733836,857.1132203657363,846.7301410376111,837.3906090296379,828.7689497446329,821.211912983733,806.1614948700042,1002.087413942928,734.0095860570722,868.0485000000001,150727.1534
2021-01-04 00:00:00,978.28,972.5080654379233,961.6011695312404,945.7105875583272,935.5147383595582,925.8553839890258,912.5574877017106,864.9304319550437,854.0384665355216,844.2632622477043,835.2694301905184,827.3714458079004,811.8047245463974,1013.0353613265504,743.6526386734497,878.344,220030.36048
2021-01-04 01:00:00,975.8,974.1540327189616,966.334113020827,952.3971236564768,942.839331385093,933.5391710676372,920.4628017389967,872.0833073127828,860.802996172437,850.6796884795236,841.3794549648437,833.1921734232768,817.1816188235647,1020.9668413708935,755.5601586291066,888.2635,147491.84724
2021-01-04 02:00:00,966.96,970.5570163594808,966.5427420138847,955.6333183994819,947.2249074968943,938.6808370572314,926.2749515216221,878.2043842603453,866.7006074961905,856.3518987975956,846.8394786620244,838.4379705439326,822.0923854195133,1025.5419640033363,769.0390359966638,897.2905000000001,79273.06804
2021-01-04 03:00:00,979.39,974.9735081797404,970.8251613425898,960.9125809773749,953.0731061338224,944.9437852022727,932.9143325814194,884.7324885016133,872.9611293019577,862.3537573928347,852.6025448071538,843.9655011108372,827.2496842582177,1031.0814980922453,781.442501907755,906.2620000000001,72619.64295
2021-01-04 04:00:00,1021.41,998.1917540898702,987.6867742283932,974.3564518712916,965.4979959276728,956.7078182480768,943.976291008742,893.5503924692512,881.2082887851823,870.1125984956233,859.9419993807558,850.9241089104122,833.6155962497515,1041.7333615281823,792.9536384718177,917.3435,133239.30292
2021-01-04 05:00:00,1027.69,1012.9408770449352,1001.021182818929,986.208351455449,976.8056330317323,967.6281539022189,954.4405046326492,902.2045606970414,889.3461616304498,877.7993010080319,867.2353907120273,857.8561046394157,839.9786914546778,1052.2748300115406,803.4051699884592,927.8399999999999,124509.51799
2021-01-04 06:00:00,1084.18,1048.5604385224676,1028.7407885459527,1007.9798289097937,996.3282452077809,985.5592071480314,970.6579415535681,913.9449116198131,900.1702637620915,887.8666521783717,876.6677650288957,866.7315515163014,847.9852917348522,1072.5536938793507,809.6993061206493,941.1265,222620.92814
2021-01-04 07:00:00,1105.0,1076.780219261234,1054.1605256973019,1029.5398669298395,1016.0867460790934,1003.934713740642,987.4506988593721,926.2710463540187,911.5496935530864,898.458522803817,886.5952535059002,876.0754122411523,856.4120034812505,1093.655671883124,816.5253281168762,955.0905,352657.89885
2021-01-04 08:00:00,1044.31,1060.545109630617,1050.8770171315346,1032.8221187232084,1021.2182467919854,1010.1462962420817,994.5581115019506,933.8864627182757,918.9252661334705,905.5732290085089,893.4524163969481,882.6728470552248,862.5725935310456,1096.9304205557971,834.7055794442028,965.818,296761.70921
2021-01-04 09:00:00,1022.64,1041.5925548153084,1041.4646780876897,1030.5594256736067,1021.4767473752606,1012.0684045125306,998.0683475642069,939.6124973816128,924.6871957927222,911.2838032032157,899.0692678579504,888.1617550138435,867.8207052185523,1093.10873029825,857.64426970175,975.3765,266193.18381
2021-01-04 10:00:00,970.08,1005.8362774076543,1017.6697853917932,1017.1195533016942,1012.1318842161222,1005.6086499721413,994.569804118681,941.5781427118314,927.209018248682,914.1519103640345,902.1566909945612,891.3742352093791,871.1734689818785,1088.4642561727055,871.8757438272945,980.1700000000001,384301.29029
2021-01-04 11:00:00,965.05,985.4431387038271,1000.1298569278622,1005.5485414568732,1003.5715416313727,999.3688576687349,990.8798286038459,943.0924560852617,929.311295012644,916.6347440048133,904.8911826904499,894.2634808874427,874.2513880316529,1086.8541160049026,878.7528839950974,982.8035,335379.28615
2021-01-04 12:00:00,976.8,981.1215693519135,992.3532379519081,999.1599766886791,998.7039886074867,995.8967257196987,989.1198500283652,945.2671363378255,931.9495564008304,919.5696345411639,908.0176530082564,897.5002071271508,877.6136376043855,1085.5155183995214,885.9994816004787,985.7575,190237.62721
2021-01-04 13:00:00,1019.48,1000.3007846759567,1001.3954919679388,1003.6755374245282,1002.4814452243073,999.524921762822,992.9148687748195,950.0550630257078,936.8123588230064,924.4433109050095,912.8638420078975,902.2837284162822,882.264993748504,1087.9387712612365,891.9982287387634,989.9685,235476.92979
2021-01-04 14:00:00,1011.92,1006.1103923379783,1004.9036613119592,1005.5076402190775,1004.1975460926151,1001.431856876234,995.2905101779671,954.0463492821137,940.9850055550615,928.7104664706188,917.170631485815,906.5831900470162,886.5159775600284,1088.8859561125953,898.6890438874046,993.7875,193603.2006
2021-01-04 15:00:00,1043.25,1024.6801961689891,1017.6857742079729,1013.8948312815048,1011.2979922575942,1007.8654173568133,1001.2854464057212,959.8014235219774,946.666394135336,934.2977607891252,922.6523431603447,911.9426727902704,891.6547979678962,1090.6945087272313,909.4514912727686,1000.073,197211.31353
2021-01-04 16:00:00,1040.01,1032.3450980844946,1025.1271828053154,1019.6982021078371,1016.518357301668,1012.8107377634574,1006.1260156050062,964.9761703915274,951.8521500167061,939.4544553847776,927.7548499794601,916.9649209161422,896.5189029525554,1090.59649742168,921.39750257832,1005.997,189054.3704
2021-01-04 17:00:00,1010.15,1021.2475490422473,1020.1347885368771,1017.5763794172067,1015.3604741559101,1012.4013934921562,1006.6290136543803,967.8906110114289,955.0909194602224,942.9030185367396,931.3372478064401,920.6192377429602,900.2445126918159,1089.2407920864168,929.1312079135834,1009.186,245057.38225
2021-01-04 18:00:00,999.47,1010.3587745211237,1013.2465256912515,1013.5527395467163,1012.4712970366537,1010.4119483395168,1005.7341369475828,969.9279909461754,957.5564239346545,945.662383486167,934.2995413800732,923.7114244981383,903.497807357658,1087.1487898192597,936.1932101807402,1011.6709999999999,120721.62389
2021-01-04 19:00:00,1015.19,1012.7743872605619,1013.8943504608344,1013.9165752030016,1012.965606666353,1011.1470332103604,1006.9161198291349,972.8481205625512,960.7582892716182,949.0539745356222,937.8165178418092,927.2988196158583,907.1598464606856,1087.7717159793824,937.9342840206178,1012.8530000000001,84703.58793
2021-01-04 20:00:00,1042.28,1027.5271936302809,1023.3562336405563,1020.2195584912234,1018.2954963633797,1015.9367204087664,1011.336604850493,977.3275966552899,965.2872732009728,953.6015855338845,942.3584083704261,931.8078855132757,911.5900154291877,1090.255326136039,941.8506738639611,1016.0530000000001,90513.65187
2021-01-04 21:00:00,1019.69,1023.6085968151405,1022.134155760371,1020.1018788265071,1018.5490424791287,1016.5141480381869,1012.3807792441814,980.0606549355938,968.3096469120298,956.8254106297926,945.7206514847554,935.2542429441277,915.1342772183946,1090.117567726411,946.3774322735892,1018.2475000000001,75599.35887
2021-01-04 22:00:00,1006.19,1014.8992984075703,1016.8194371735807,1017.0103501983945,1016.3019438465599,1014.9258175707736,1011.6069318386587,981.7464191332974,970.4141109724726,959.2334393795588,948.349753594114,938.0360373384757,918.1197107522177,1088.4212557609678,951.9967442390322,1020.2090000000001,92442.55568
2021-01-04 23:00:00,1012.72,1013.8096492037852,1015.4529581157205,1016.0569390431957,1015.6506813290034,1014.5864610214238,1011.7460653588264,983.7447146730848,972.7644381406685,961.8425398976291,951.1484599595873,940.9648201879473,921.2213595800138,1087.600547120571,956.1504528794287,1021.8754999999999,30171.61809
2021-01-05 00:00:00,1041.43,1027.6198246018926,1024.1119720771471,1021.6953970335967,1020.3378301782755,1018.7162362488971,1015.4565571889732,987.4663459844987,976.5791915772979,965.7248550245739,955.0737443091705,944.9046311609691,925.1626264790297,1089.1502215719804,956.6027784280196,1022.8765,85170.04434
2021-01-05 01:00:00,1095.03,1061.3249123009464,1047.751314718098,1037.9919754705752,1033.9182246913163,1030.4568152875283,1025.4032375403515,994.405936566144,983.1597920452258,972.0324230721556,961.158798904424,950.7919005272056,930.7320485616845,1099.6155040001627,952.8714959998373,1026.2435,257412.82599
2021-01-05 02:00:00,1114.52,1087.9224561504732,1070.0075431453988,1054.9982031437808,1048.5730929292588,1043.3896129356008,1036.5428328478076,1002.1552309812315,990.4575813760466,978.9830365808309,967.8266772129273,957.2126103104525,936.7578830350718,1106.8899275159386,948.6310724840612,1027.7604999999999,184692.42881
2021-01-05 03:00:00,1078.45,1083.1862280752366,1072.8216954302661,1060.209713556274,1054.0052578512116,1048.783518637816,1041.7812287418317,1007.0774741437328,995.3460490773773,983.8350835768879,972.6363868993218,961.9670177492583,941.4035262142497,1101.0996879136835,951.7663120863164,1026.433,114597.83122
2021-01-05 04:00:00,1001.76,1042.4731140376184,1049.1344636201775,1047.2208883215465,1044.5061200600821,1041.5491311550752,1036.7785751491026,1006.7344112957501,995.7023796841896,984.7094697438689,973.9026309471774,963.5275268571305,943.3824269941103,1099.2377575330602,949.3732424669398,1024.3055,197089.21992
2021-01-05 05:00:00,1004.1,1023.2865570188092,1034.122975746785,1037.6384686945362,1037.1595527764307,1035.7877263619866,1032.6937532554648,1006.5644492766695,996.1689141461791,985.6553492685582,975.2155600364306,965.1186042352823,945.3731670926641,1098.8271817048544,947.9298182951458,1023.3785,176195.12461
2021-01-05 06:00:00,989.83,1006.5582785094045,1019.3586504978566,1027.014364540195,1028.5541795443523,1028.717306921681,1027.3357840985318,1005.4848073878522,995.8167522491691,985.8589907676528,975.8509704696294,966.0876785789968,946.830768171593,1097.4793181848588,951.252681815141,1024.366,158302.30662
2021-01-05 07:00:00,1015.15,1010.8541392547022,1017.9557669985711,1024.3778390868183,1026.1170559908337,1026.63002893373,1025.8125610862153,1006.1083682015393,996.8908215686597,987.2878204863039,977.5596239274715,968.011691183742,949.0707429856392,1094.9427750319428,958.7992249680575,1026.871,129414.62655
2021-01-05 08:00:00,1003.45,1007.1520696273511,1013.1205113323808,1019.7272081786364,1021.9957730834094,1023.0638706362331,1023.0172409504383,1005.9368605756335,997.2552203704008,988.076219486972,978.6852924523641,969.4014287843796,950.8536694451263,1093.2800085956455,963.1269914043545,1028.2035,61159.42688
2021-01-05 09:00:00,1026.97,1017.0610348136756,1017.7370075549206,1021.3367174722727,1022.9001779773349,1023.6648136152742,1023.5113358316336,1007.2938373126894,998.906041460934,989.9734770729734,980.7846275631309,971.6590198124431,953.3492868403681,1093.5354890524545,963.6205109475454,1028.578,105716.59566
2021-01-05 10:00:00,1035.85,1026.4555174068378,1023.7746717032804,1024.5618913673231,1025.254691072365,1025.5394576744627,1025.0536688526793,1009.1361703892902,1000.9584836019932,992.2113562401454,983.178774190821,974.1763131531317,956.054228255438,1094.3409583123519,965.2080416876482,1029.7745,92325.74596
2021-01-05 11:00:00,1028.31,1027.3827587034189,1025.286447802187,1025.3948043968069,1025.8102017864803,1025.9656949553146,1025.4607102460943,1010.3731916544974,1002.4780122907713,993.9722656918456,985.1410013999158,976.2992028334011,958.423269951981,1093.298073632115,964.756926367885,1029.0275,67592.17946
2021-01-05 12:00:00,1042.21,1034.7963793517094,1030.9276318681248,1029.1315145308497,1028.7919832798475,1028.4648188083431,1027.5543714653327,1012.4271792896913,1004.685344941284,996.3253259019995,987.6222622086152,978.8839399771892,961.1703758551947,1093.490361902169,964.784638097831,1029.1375,58899.65281
2021-01-05 13:00:00,1028.99,1031.8931896758547,1030.2817545787498,1029.1000668573276,1028.8279863198752,1028.545615914752,1027.7338250321661,1013.4957483677757,1006.0356035556572,997.9187246384873,989.4208595038928,980.8488835074955,963.3939700894506,1093.8418768299152,966.3171231700849,1030.0795,71642.51507
2021-01-05 14:00:00,1023.55,1027.7215948379273,1028.037836385833,1027.8667186668104,1027.8683524435341,1027.777059620175,1027.2108469031452,1014.1444097634031,1007.0086255803428,999.1690307536829,990.9047351776367,982.5234370954369,965.3662989389768,1093.5810184979296,968.9859815020704,1031.2835,53808.51617
2021-01-05 15:00:00,1047.9,1037.8107974189638,1034.6585575905556,1032.3185589630748,1031.5104701810733,1030.8728966016865,1029.7969910402521,1016.3221897786675,1009.2803686036572,1001.5461512047227,993.3827901699134,985.087223876008,968.072321924584,1095.1580780458664,970.6799219541339,1032.919,115129.67335
2021-01-05 16:00:00,1052.82,1045.315398709482,1040.712371727037,1036.874434749058,1035.3849301481507,1034.249374047581,1032.6748671602206,1018.6768872123018,1011.6992370145651,1004.0473145605898,995.967016684265,987.7434111749881,970.8509343204993,1096.1698090042248,970.7221909957755,1033.4460000000001,85508.32605
2021-01-05 17:00:00,1065.84,1055.577699354741,1049.0882478180247,1043.311227027045,1040.9222155757595,1039.109470347953,1036.820508765193,1021.7196686824759,1014.7070571804227,1007.0615918990976,999.0049724806014,990.8060225014591,973.9653299165485,1099.667557381767,971.8394426182331,1035.7535,118170.17042
2021-01-05 18:00:00,1081.73,1068.6538496773705,1059.9688318786832,1051.8487321321463,1048.3418127438033,1045.6664749098063,1042.4341951695437,1025.591302961026,1018.4305540037325,1010.7039532698733,1002.6017128075317,994.3716686778724,977.4985977881371,1104.9209535769523,974.1400464230478,1039.5305,66686.13785
